phase,stage,task_key,dataset_key,method_key,method_label,profile,seed,dataset,dataset_metadata,alg_config,train_iters,batch_size,eval_every,log_every,split_seed,wandb_project,wandb_group,wandb_job_type,disable_wandb
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,transformerwm_mlppolicy,Latent Transformer One-Step,latent_transformer_onestep,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_latent_transformer_onestep.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,transformerwm_mlppolicy,Chunk2 Latent Transformer,chunk2_latent_transformer,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_chunk2_latent_transformer.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,mlpwm_mlppolicy,MLP WM RolloutCons2,mlp_rolloutcons2,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_baseline_rolloutcons2.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,chunkwm_mlppolicy,Chunk2 MLP RolloutCons2,chunk2_mlp_rolloutcons2,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_chunk2_mlp_rolloutcons2.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,residualflow_mlppolicy,Residual Flow Frozen MLP RolloutCons2,residual_flow_frozen_mlp_rolloutcons2,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_residual_flow_frozen_mlp_rolloutcons2.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,gatedwm_mlppolicy,Gated Residual MLP x2,gated_residual_mlp2,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_gated_residual_mlp2.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,gatedwm_mlppolicy,Gated Residual Flow x2,gated_residual_flow2,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_gated_residual_flow2.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,latentactionwm_mlppolicy,Chunk2 Latent Action MLP,chunk2_latent_action_mlp,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_chunk2_latent_action_mlp.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,latentactionwm_mlppolicy,Chunk2 Latent Action Transformer,chunk2_latent_action_transformer,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_chunk2_latent_action_transformer.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
phase19,phase19_advanced_wm_smoke_a100shadow,velocity_flat_unitree_go1,velocity_flat_unitree_go1_teacher,latentactionwm_mlppolicy,Chunk2 Latent Action Residual Flow,chunk2_latent_action_residual_flow,0,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.pt,scripts/outputs/world_model_phase1/datasets/phase1_smoke_velocity_flat_unitree_go1_teacher_seed0.json,scripts/cfg/alg/pwm_5M_chunk2_latent_action_residual_flow.yaml,120,32,20,10,0,flow-mbpo-phase19-transformer-rollout-wm,phase19_advanced_wm_smoke_a100shadow_velocity_flat_unitree_go1_velocity_flat_unitree_go1_teacher,smoke,true
